file	line	primitive	addresses	tt_replacement	intent_comment	openw3d_owner	mapping_method	confidence	disposition
tt_4.8.4/tt/tt.cpp	977	WriteJump	0x004015C6	DoCombatKeyboard	custom keyboard keys hook	Code/Combat/input.cpp	declined under directive 0.5: keys.cfg exists so scripts2 plugins can claim hotkeys, and DoCombatKeyboard sends every unrecognised key over the scripts text channel. Canonical Input/InputConfigMgrClass already gives engine features rebindable named functions	high	n/a
tt_4.8.4/tt/tt.cpp	978	WriteNop	0x0043C21F		nop out WWPhys::Shutdown call	Code/wwphys/wwphys.cpp	n/a: injection scaffolding. TT's DLL outlives the exe's teardown and cannot let physics shut down under it; natively the shutdown order is ours	high	n/a
tt_4.8.4/tt/tt.cpp	980	WriteMemory	0x004B488C		emoticons fix	Code/Combat/messagewindow.cpp	n/a: raw shellcode at a stock address with no counterpart anywhere in TT's source. Identifying the canonical owner would need the shipped binary, which is out of bounds for this merge	high	n/a
tt_4.8.4/tt/tt.cpp	983	WriteJump	0x006EF6C0	Enable_Radar_Patch	radar fix	N/A - inert	disassembly of stock Game.exe: 0x006EFD00 guards on IsRadarEnabled (+0x6D7), so the re-assert is a no-op	high	n/a
tt_4.8.4/tt/tt.cpp	984	WriteCall	0x0047F899	Building_Msg_Check	"purchase terminal ""building"" message change"	Code/Commando/vendor.cpp	n/a: reads TT CurrentlyBuilding, which only moves under the VehicleBuildingDisable production model -- see that row	high	n/a
tt_4.8.4/tt/tt.cpp	986	WriteMemory	0x00481D1F		dead powerplant 2x cost message change	Code/Commando/dlgcncpurchasemenu.cpp	disassembly of stock Game.exe: sub_481C70 = Update_Building_Health, +0x6D4 = BasePowered	high	merged
tt_4.8.4/tt/tt.cpp	987	WriteVtable2	0x007D51DC	OptionsDlg::New_Start_Dialog	options dialog hook	Code/wwui/menudialog.cpp	n/a: OptionsDlg is TT's own in-game options menu, built to host the config tabs it opens through Do_Dialog. Canonical reaches the same tabs through its config dialog	high	n/a
tt_4.8.4/tt/tt.cpp	988	WriteVtable2	0x007D5200	OptionsDlg::New_On_Command	options dialog hook	Code/wwui/menudialog.cpp	n/a: OptionsDlg is TT's own in-game options menu, built to host the config tabs it opens through Do_Dialog. Canonical reaches the same tabs through its config dialog	high	n/a
tt_4.8.4/tt/tt.cpp	991	WriteVtable2	0x007D513C	RenegadeUIInputClass::Is_Button_Down	hook for dialog boxes and side mouse buttons	Code/Commando/renegadedialogmgr.cpp	merged in P03-L: the side buttons reach the dialogs as VK_XBUTTON1/2	high	merged
tt_4.8.4/tt/tt.cpp	992	WriteCall	0x00489BAD	Get_Key_ID	hook for side mouse buttons in the default config dialog	Code/Combat/input.cpp	merged in P03-L: BUTTON_MOUSE_SIDE1/2 are in the button enum and bind by name	high	merged
tt_4.8.4/tt/tt.cpp	994	WriteMemory	0x00489BF3			Code/Combat/input.cpp	The side-mouse-button rows: the ids are in the button enum and Get_Key_Name/Get_Translated_Key_Name name them, so the key-config dialog lists them without a patch.	low	merged
tt_4.8.4/tt/tt.cpp	995	hookAsCall	0x0047EB7A,0x00000000	OnPtChatListInitPatch	PT chatbox fix	Code/Commando/dlgcncpurchasemainmenu.cpp;Code/wwui/listctrl.cpp	disassembly of stock Game.exe: sub_47FF10 = Refresh_Message_Log, nopped run is its trailing Scroll_To_End	high	merged
tt_4.8.4/tt/tt.cpp	996	hookAsCall	0x0047F68D,0x00000000	OnPtChatListUpdatePatch	PT chatbox fix	Code/Commando/dlgcncpurchasemainmenu.cpp;Code/wwui/listctrl.cpp	disassembly of stock Game.exe: sub_47FF10 = Refresh_Message_Log, nopped run is its trailing Scroll_To_End	high	merged
tt_4.8.4/tt/tt.cpp	997	WriteNop	0x00480122		PT chatbox fix	Code/Commando/dlgcncpurchasemainmenu.cpp;Code/wwui/listctrl.cpp	disassembly of stock Game.exe: sub_47FF10 = Refresh_Message_Log, nopped run is its trailing Scroll_To_End	high	merged
tt_4.8.4/tt/tt.cpp	998	hookAsCall2	0x00481C45,0x00000000	OnUnitPtKeyDownPatch	PT keypress fix	Code/Commando/dlgcncpurchasemenu.cpp;Code/Commando/dlgcncpurchasemainmenu.cpp	disassembly of stock Game.exe: sub_481A80 = On_Key_Down, sub_481F90 = Update_Enabled_Status, 0x0047FE5F/86 are the 6/7 hotkey Is_Enabled guards	high	merged
tt_4.8.4/tt/tt.cpp	999	hookAsJump	0x00481FF6,0x00000000	OnUnitPtMerchandiseItemUpdatePatch	PT keypress fix	Code/Commando/dlgcncpurchasemenu.cpp;Code/Commando/dlgcncpurchasemainmenu.cpp	disassembly of stock Game.exe: sub_481A80 = On_Key_Down, sub_481F90 = Update_Enabled_Status, 0x0047FE5F/86 are the 6/7 hotkey Is_Enabled guards	high	merged
tt_4.8.4/tt/tt.cpp	1000	WriteNop	0x0047FE5F		PT keypress fix	Code/Commando/dlgcncpurchasemenu.cpp;Code/Commando/dlgcncpurchasemainmenu.cpp	disassembly of stock Game.exe: sub_481A80 = On_Key_Down, sub_481F90 = Update_Enabled_Status, 0x0047FE5F/86 are the 6/7 hotkey Is_Enabled guards	high	merged
tt_4.8.4/tt/tt.cpp	1001	WriteNop	0x0047FE86		PT keypress fix	Code/Commando/dlgcncpurchasemenu.cpp;Code/Commando/dlgcncpurchasemainmenu.cpp	disassembly of stock Game.exe: sub_481A80 = On_Key_Down, sub_481F90 = Update_Enabled_Status, 0x0047FE5F/86 are the 6/7 hotkey Is_Enabled guards	high	merged
tt_4.8.4/tt/tt.cpp	1002	hookAsJump	0x0047E730,0x00000000	DlgCncBattleInfo::On_Frame_Update	team information and battlefield information scroll fix	Code/Commando/dlgcncbattleinfo.cpp:439	disassembly of stock Game.exe: nopped run is MouseMgrClass::Show_Cursor(false); see NativeEventDispatch.md 5.8	high	merged
tt_4.8.4/tt/tt.cpp	1003	WriteNop	0x0047DBFC		team information and battlefield information scroll fix	Code/Commando/dlgcncbattleinfo.cpp;Code/Commando/dlgcncteaminfo.cpp;Code/Commando/dlgcncserverinfo.cpp	disassembly of stock Game.exe: nopped run is MouseMgrClass::Show_Cursor(false); see NativeEventDispatch.md 5.8	high	merged
tt_4.8.4/tt/tt.cpp	1004	hookAsJump	0x00484470,0x00000000	DlgCncTeamInfo::On_Frame_Update	team information and battlefield information scroll fix	Code/Commando/dlgcncteaminfo.cpp:416	disassembly of stock Game.exe: nopped run is MouseMgrClass::Show_Cursor(false); see NativeEventDispatch.md 5.8	high	merged
tt_4.8.4/tt/tt.cpp	1005	WriteNop	0x004835DC		team information and battlefield information scroll fix	Code/Commando/dlgcncbattleinfo.cpp;Code/Commando/dlgcncteaminfo.cpp;Code/Commando/dlgcncserverinfo.cpp	disassembly of stock Game.exe: nopped run is MouseMgrClass::Show_Cursor(false); see NativeEventDispatch.md 5.8	high	merged
tt_4.8.4/tt/tt.cpp	1006	hookAsJump	0x004834E0,0x00000000	DlgCncServerInfo::On_Frame_Update	team information and battlefield information scroll fix	Code/Commando/dlgcncserverinfo.cpp:183	disassembly of stock Game.exe: nopped run is MouseMgrClass::Show_Cursor(false); see NativeEventDispatch.md 5.8	high	merged
tt_4.8.4/tt/tt.cpp	1007	WriteNop	0x0048326C		team information and battlefield information scroll fix	Code/Commando/dlgcncbattleinfo.cpp;Code/Commando/dlgcncteaminfo.cpp;Code/Commando/dlgcncserverinfo.cpp	disassembly of stock Game.exe: nopped run is MouseMgrClass::Show_Cursor(false); see NativeEventDispatch.md 5.8	high	merged
tt_4.8.4/tt/tt.cpp	1008	hookAsJump	0x004B6340,0x00000000	cCsTextObj::Init	chat message sent patch	Code/Commando/sctextobj.cpp;Code/Commando/cstextobj.cpp	Code/Commando/sctextobj.cpp;cstextobj.cpp -- import buffers raised to 512 to match what the uncapped senders produce. The rest of TT's cScTextObj/cCsTextObj matches canon, which is ahead: FloodProtectionMgrClass and GameEventBus::Raise_Chat have no TT counterpart	high	merged
tt_4.8.4/tt/tt.cpp	1009	hookAsJump	0x004BA720,0x00000000	cScTextObj::Import_Creation	chat message sent patch	Code/Commando/sctextobj.cpp;Code/Commando/cstextobj.cpp	Code/Commando/sctextobj.cpp;cstextobj.cpp -- import buffers raised to 512 to match what the uncapped senders produce. The rest of TT's cScTextObj/cCsTextObj matches canon, which is ahead: FloodProtectionMgrClass and GameEventBus::Raise_Chat have no TT counterpart	high	merged
tt_4.8.4/tt/tt.cpp	1010	WriteJump	0x0052A440	Make_Screen_Shot	screenshot hook	Code/ww3d2/ww3d.cpp	out of scope under directive 0.6: TT's replacement lives in tt_4.8.4/shaders, the renderer module excluded from this merge	high	out-of-scope
tt_4.8.4/tt/tt.cpp	1011	hookAsCall	0x0043B92D,0x00000000,0x004ECAA0		Fix issue where beam manager is shut down then objects get added to the beam manager, causing a crash on exit	Code/Combat/bullet.cpp	merged natively: BeamEffectManagerClass carries an IsShutdown flag; beams removed from the scene after shutdown are no longer recycled onto a list nothing drains again	high	merged
tt_4.8.4/tt/tt.cpp	1012	hookAsCall	0x0043B937,0x00000000,0x00437070		Fix issue where beam manager is shut down then objects get added to the beam manager, causing a crash on exit	Code/Combat/bullet.cpp	merged natively: BeamEffectManagerClass carries an IsShutdown flag; beams removed from the scene after shutdown are no longer recycled onto a list nothing drains again	high	merged
tt_4.8.4/tt/tt.cpp	1013	WriteNop	0x004263A0		remove Toggle_Sorting console command	Code/Commando/consolefunction.cpp	canonical supersedes: same reason as the msg command -- removed to make room for a scripts-side replacement	high	merged
tt_4.8.4/tt/tt.cpp	1014	hookAsJump	0x00476280,0x00000000	cGameData::Render	hook so that HUD console command turns off extra stuff	Code/Commando/gamedata.cpp;Code/Commando/playermanager.cpp;Code/Commando/teammanager.cpp	merged natively: cGameData/cPlayerManager/cTeamManager Render follow HUDClass::Is_Enabled, and honour HideBottomText and HidePlayerList	high	merged
tt_4.8.4/tt/tt.cpp	1015	hookAsCall	0x0058DAF5,0x00000000	ResetGeometryPatch	MeshModelClass destroy patch	Code/ww3d2/meshmdl.cpp	out of scope under directive 0.6: TT's replacement lives in tt_4.8.4/shaders, the renderer module excluded from this merge	high	out-of-scope
tt_4.8.4/tt/tt.cpp	1016	WriteVtable2	0x007D40C0	QuickMatchDisable	disable quickmatch	Code/Commando/dlgmpwolquickmatchoptions.cpp	n/a: QuickMatchDisable hides the button and reflows TT's own AdvancedGameListings menu around the gap. Whether to retire the quickmatch button is a product decision for the UI pass, not a merge	high	n/a
tt_4.8.4/tt/tt.cpp	1017	hookAsJump	0x004A38C0,0x00000000	AdvancedGameListingsMenu::sortList	hook to change wol sort order	Code/Commando/dlgmpwolgamelist.cpp	canonical supersedes: SortGameChannels already dispatches flag, numeric and alpha sorts per column and sets the sort designator, exactly as TT's sortList does	high	merged
tt_4.8.4/tt/tt.cpp	1018	hookAsCall	0x004A23CB,0x00000000	AdvancedGameListingsMenu::addFavorite	hook to allow you to select a favorite server	Code/Commando/dlgmpwolgamelist.cpp	n/a for now: needs a new control in the WOL game list plus button art the shipped set does not contain (mul_*.tga covers the four sort filters only), and the favourites-first ranking needs an icon-column glyph that likewise has none. Revisit if the UI pass adds assets	high	n/a
tt_4.8.4/tt/tt.cpp	1021	WriteMemory	0x004A196E		WOL advanced game listings dialog default sort order	Code/Commando/dlgmpwolgamelist.cpp	merged natively: the game list opens sorted by ping ascending rather than by host name	high	merged
tt_4.8.4/tt/tt.cpp	1022	WriteMemory	0x004A197A		WOL advanced game listings dialog default sort order	Code/Commando/dlgmpwolgamelist.cpp	merged natively: the game list opens sorted by ping ascending rather than by host name	high	merged
tt_4.8.4/tt/tt.cpp	1023	hookAsJump	0x00525800	SaveLoadSystemClass::Load	hooks for filehashing checks	Code/wwlib/simplefilefactory.cpp	TT's client file-hash anti-cheat runs through HashMixFileFactoryClass and the scripts-DLL VFS; declined per directive 0.5, as already recorded for the modpackage rows.	high	n/a
tt_4.8.4/tt/tt.cpp	1024	hookAsJump	0x00463130,0x00000000	MultiHUDClass::Render	multihudclass rendering improvements	Code/Commando/multihud.cpp	merged natively: the floating player names now follow HUDClass::Is_Enabled. TT's other change -- dividing apparent distance by Get_Sniper_Zoom -- is not taken: that value runs 0..1 and would divide by zero as sniping starts; canonical's Get_Profile_Zoom is the real magnification	high	merged
tt_4.8.4/tt/tt.cpp	1025	hookAsJump	0x00463140,0x00000000	MultiHUDClass::Show_Player_Names	multihudclass rendering improvements	Code/Commando/multihud.cpp	merged natively: the floating player names now follow HUDClass::Is_Enabled. TT's other change -- dividing apparent distance by Get_Sniper_Zoom -- is not taken: that value runs 0..1 and would divide by zero as sniping starts; canonical's Get_Profile_Zoom is the real magnification	high	merged
tt_4.8.4/tt/tt.cpp	1026	hookAsJump	0x00495950,0x00000000	IngameSendMessageDialog::On_EditCtrl_Key_Down	chat dialog hooks	Code/Commando/dlgmpingamechat.cpp	MPChatChildDialogClass already has Auto_Complete_Name driven from On_EditCtrl_Change and On_EditCtrl_Key_Down, which is what TT's IngameSendMessageDialog adds.	high	merged
tt_4.8.4/tt/tt.cpp	1027	hookAsJump	0x004957A0,0x00000000	IngameSendMessageDialog::On_EditCtrl_Change	chat dialog hooks	Code/Commando/dlgmpingamechat.cpp	MPChatChildDialogClass already has Auto_Complete_Name driven from On_EditCtrl_Change and On_EditCtrl_Key_Down, which is what TT's IngameSendMessageDialog adds.	high	merged
tt_4.8.4/tt/tt.cpp	1028	hookAsJump	0x00494760,0x00000000	IngameSendMessageDialog::sendMessage	chat dialog hooks	Code/Commando/dlgmpingamechat.cpp	MPChatChildDialogClass already has Auto_Complete_Name driven from On_EditCtrl_Change and On_EditCtrl_Key_Down, which is what TT's IngameSendMessageDialog adds.	high	merged
tt_4.8.4/tt/tt.cpp	1029	hookAsJump	0x00534FC0,0x00000000	Render2DClass::Render	hook Render2DClass::Render	Code/ww3d2/render2d.cpp	out of scope under directive 0.6: TT's replacement lives in tt_4.8.4/shaders, the renderer module excluded from this merge	high	out-of-scope
tt_4.8.4/tt/tt.cpp	1030	hookAsJump	0x0052EE10,0x00000000	Render2DSentenceClass::Render	hook Render2DSentenceClass::Render	Code/ww3d2/render2dsentence.cpp	out of scope under directive 0.6: TT's replacement lives in tt_4.8.4/shaders, the renderer module excluded from this merge	high	out-of-scope
tt_4.8.4/tt/tt.cpp	1031	hookAsJump	0x00555DB0,0x00000000	CameraClass::Apply	hook CameraClass::Apply	Code/ww3d2/camera.cpp	out of scope under directive 0.6: TT's replacement lives in tt_4.8.4/shaders, the renderer module excluded from this merge	high	out-of-scope
tt_4.8.4/tt/tt.cpp	1032	hookAsJump	0x0053D260,0x00000000	DazzleTypeClass::Calculate_Intensities	hook Dazzle Intensity code	Code/ww3d2/dazzle.cpp	canonical supersedes: TT's Calculate_Intensities is a decompilation for hooking and differs only in decompiler artefacts (abs of the dot product, zeroing size/halo instead of intensity past the fadeout)	high	merged
tt_4.8.4/tt/tt.cpp	1033	hookAsJump	0x004AFF80,0x00000000	MainMenuTransitionClass::On_Frame_Update	dialog box hooks	Code/wwui/dialogbase.cpp;Code/wwui/dialogmgr.cpp;Code/wwui/dialogspec.h	Canonical DialogBaseClass/DialogMgrClass supersede TT's reimplementation; the two TT-forward deltas are merged: 4:3-corrected Start_Dialog layout with WS_EX_RIGHT docking, and XBUTTON1/2 state and dispatch.	high	merged
tt_4.8.4/tt/tt.cpp	1034	hookAsJump	0x004EC4E0,0x00000000	DialogMgrClass::Shutdown	dialog box hooks	Code/wwui/dialogbase.cpp;Code/wwui/dialogmgr.cpp;Code/wwui/dialogspec.h	Canonical DialogBaseClass/DialogMgrClass supersede TT's reimplementation; the two TT-forward deltas are merged: 4:3-corrected Start_Dialog layout with WS_EX_RIGHT docking, and XBUTTON1/2 state and dispatch.	high	merged
tt_4.8.4/tt/tt.cpp	1035	hookAsJump	0x004EC810,0x00000000	DialogMgrClass::UnRegister_Dialog	dialog box hooks	Code/wwui/dialogbase.cpp;Code/wwui/dialogmgr.cpp;Code/wwui/dialogspec.h	Canonical DialogBaseClass/DialogMgrClass supersede TT's reimplementation; the two TT-forward deltas are merged: 4:3-corrected Start_Dialog layout with WS_EX_RIGHT docking, and XBUTTON1/2 state and dispatch.	high	merged
tt_4.8.4/tt/tt.cpp	1036	hookAsJump	0x004EC930,0x00000000	DialogMgrClass::On_Dialog_Removed	dialog box hooks	Code/wwui/dialogbase.cpp;Code/wwui/dialogmgr.cpp;Code/wwui/dialogspec.h	Canonical DialogBaseClass/DialogMgrClass supersede TT's reimplementation; the two TT-forward deltas are merged: 4:3-corrected Start_Dialog layout with WS_EX_RIGHT docking, and XBUTTON1/2 state and dispatch.	high	merged
tt_4.8.4/tt/tt.cpp	1037	hookAsJump	0x004ED0A0,0x00000000	DialogMgrClass::Flush_Dialogs	dialog box hooks	Code/wwui/dialogbase.cpp;Code/wwui/dialogmgr.cpp;Code/wwui/dialogspec.h	Canonical DialogBaseClass/DialogMgrClass supersede TT's reimplementation; the two TT-forward deltas are merged: 4:3-corrected Start_Dialog layout with WS_EX_RIGHT docking, and XBUTTON1/2 state and dispatch.	high	merged
tt_4.8.4/tt/tt.cpp	1038	hookAsJump	0x004ED160,0x00000000	DialogMgrClass::Is_Flushing_Dialogs	dialog box hooks	Code/wwui/dialogbase.cpp;Code/wwui/dialogmgr.cpp;Code/wwui/dialogspec.h	Canonical DialogBaseClass/DialogMgrClass supersede TT's reimplementation; the two TT-forward deltas are merged: 4:3-corrected Start_Dialog layout with WS_EX_RIGHT docking, and XBUTTON1/2 state and dispatch.	high	merged
tt_4.8.4/tt/tt.cpp	1039	hookAsJump	0x004ED260,0x00000000	DialogMgrClass::Show_IME_Message	dialog box hooks	Code/wwui/dialogbase.cpp;Code/wwui/dialogmgr.cpp;Code/wwui/dialogspec.h	Canonical DialogBaseClass/DialogMgrClass supersede TT's reimplementation; the two TT-forward deltas are merged: 4:3-corrected Start_Dialog layout with WS_EX_RIGHT docking, and XBUTTON1/2 state and dispatch.	high	merged
tt_4.8.4/tt/tt.cpp	1040	hookAsJump	0x004ECAA0,0x00000000	DialogMgrClass::On_Frame_Update	dialog box hooks	Code/wwui/dialogbase.cpp;Code/wwui/dialogmgr.cpp;Code/wwui/dialogspec.h	Canonical DialogBaseClass/DialogMgrClass supersede TT's reimplementation; the two TT-forward deltas are merged: 4:3-corrected Start_Dialog layout with WS_EX_RIGHT docking, and XBUTTON1/2 state and dispatch.	high	merged
tt_4.8.4/tt/tt.cpp	1041	hookAsJump	0x004ECFC0,0x00000000	DialogMgrClass::On_Key_Down	dialog box hooks	Code/wwui/dialogbase.cpp;Code/wwui/dialogmgr.cpp;Code/wwui/dialogspec.h	Canonical DialogBaseClass/DialogMgrClass supersede TT's reimplementation; the two TT-forward deltas are merged: 4:3-corrected Start_Dialog layout with WS_EX_RIGHT docking, and XBUTTON1/2 state and dispatch.	high	merged
tt_4.8.4/tt/tt.cpp	1042	hookAsJump	0x004ED000,0x00000000	DialogMgrClass::On_Key_Up	dialog box hooks	Code/wwui/dialogbase.cpp;Code/wwui/dialogmgr.cpp;Code/wwui/dialogspec.h	Canonical DialogBaseClass/DialogMgrClass supersede TT's reimplementation; the two TT-forward deltas are merged: 4:3-corrected Start_Dialog layout with WS_EX_RIGHT docking, and XBUTTON1/2 state and dispatch.	high	merged
tt_4.8.4/tt/tt.cpp	1043	hookAsJump	0x004ED030,0x00000000	DialogMgrClass::On_Unicode_Char	dialog box hooks	Code/wwui/dialogbase.cpp;Code/wwui/dialogmgr.cpp;Code/wwui/dialogspec.h	Canonical DialogBaseClass/DialogMgrClass supersede TT's reimplementation; the two TT-forward deltas are merged: 4:3-corrected Start_Dialog layout with WS_EX_RIGHT docking, and XBUTTON1/2 state and dispatch.	high	merged
tt_4.8.4/tt/tt.cpp	1044	hookAsJump	0x004EC650,0x00000000	DialogMgrClass::Register_Dialog	dialog box hooks	Code/wwui/dialogbase.cpp;Code/wwui/dialogmgr.cpp;Code/wwui/dialogspec.h	Canonical DialogBaseClass/DialogMgrClass supersede TT's reimplementation; the two TT-forward deltas are merged: 4:3-corrected Start_Dialog layout with WS_EX_RIGHT docking, and XBUTTON1/2 state and dispatch.	high	merged
tt_4.8.4/tt/tt.cpp	1045	hookAsJump	0x004EA000,0x00000000	DialogBaseClass::On_Frame_Update	dialog box hooks	Code/wwui/dialogbase.cpp;Code/wwui/dialogmgr.cpp;Code/wwui/dialogspec.h	Canonical DialogBaseClass/DialogMgrClass supersede TT's reimplementation; the two TT-forward deltas are merged: 4:3-corrected Start_Dialog layout with WS_EX_RIGHT docking, and XBUTTON1/2 state and dispatch.	high	merged
tt_4.8.4/tt/tt.cpp	1046	hookAsJump	0x004EAE30,0x00000000	DialogBaseClass::Remove_Control	dialog box hooks	Code/wwui/dialogbase.cpp;Code/wwui/dialogmgr.cpp;Code/wwui/dialogspec.h	Canonical DialogBaseClass/DialogMgrClass supersede TT's reimplementation; the two TT-forward deltas are merged: 4:3-corrected Start_Dialog layout with WS_EX_RIGHT docking, and XBUTTON1/2 state and dispatch.	high	merged
tt_4.8.4/tt/tt.cpp	1047	hookAsJump	0x004E98E0,0x00000000	DialogBaseClass::Start_Dialog	dialog box hooks	Code/wwui/dialogbase.cpp;Code/wwui/dialogmgr.cpp;Code/wwui/dialogspec.h	Canonical DialogBaseClass/DialogMgrClass supersede TT's reimplementation; the two TT-forward deltas are merged: 4:3-corrected Start_Dialog layout with WS_EX_RIGHT docking, and XBUTTON1/2 state and dispatch.	high	merged
